race,gender,age,education,marital_status,work_class,occupation,hours_per_week,native_country,fnlwgt,capital_gain,capital_loss,income,agegroup,continent
White,Female,57,11th,Married-civ-spouse,Private,Sales,30,Ecuador,373861,3779,8727,<=50K,MiddleAged,SouthAmerica
White,Female,28,11th,Never-married,Private,Tech-support,34,Ecuador,350557,9221,6980,<=50K,YoungAdults,SouthAmerica
White,Female,40,Bachelors,Widowed,Local-gov,Handlers-cleaners,44,Columbia,485793,9134,3382,<=50K,Adults,SouthAmerica
White,Female,22,HS-grad,Married-civ-spouse,Without-pay,Tech-support,26,Peru,14769,8596,854,<=50K,YoungAdults,SouthAmerica
Other,Female,31,Bachelors,Divorced,Private,Tech-support,43,Ecuador,428906,9827,5927,<=50K,Adults,SouthAmerica
White,Male,61,11th,Married-civ-spouse,Private,Sales,34,Ecuador,157951,5502,7669,>50K,MiddleAged,SouthAmerica
White,Male,54,HS-grad,Divorced,Never-worked,Other-service,54,Ecuador,478592,5135,2248,>50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Female,63,Some-college,Married-civ-spouse,Private,Craft-repair,37,Peru,300025,2661,4573,<=50K,MiddleAged,SouthAmerica
Amer-Indian-Eskimo,Male,60,HS-grad,Separated,Private,Craft-repair,30,Ecuador,112714,4873,6101,>50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Male,70,HS-grad,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,30,Columbia,244153,658,9038,>50K,Senior,SouthAmerica
White,Male,30,11th,Never-married,Private,Other-service,44,Ecuador,344440,2167,9075,>50K,Adults,SouthAmerica
Asian-Pac-Islander,Male,69,Masters,Married-civ-spouse,Private,Prof-specialty,36,Ecuador,467910,3431,7524,>50K,Senior,SouthAmerica
White,Female,53,Some-college,Never-married,Without-pay,Exec-managerial,60,Peru,196044,5077,8772,<=50K,MiddleAged,SouthAmerica
White,Female,58,HS-grad,Separated,Private,Tech-support,45,Columbia,472695,7254,9607,<=50K,MiddleAged,SouthAmerica
White,Female,18,Masters,Widowed,Private,Prof-specialty,31,Ecuador,345128,9542,143,<=50K,YoungAdults,SouthAmerica
Asian-Pac-Islander,Female,37,HS-grad,Married-civ-spouse,Local-gov,Other-service,42,Columbia,66731,7662,6428,<=50K,Adults,SouthAmerica
White,Female,63,Masters,Never-married,Never-worked,Exec-managerial,54,Columbia,161405,4589,3721,<=50K,MiddleAged,SouthAmerica
White,Male,54,11th,Divorced,Private,Sales,40,Columbia,476976,6212,1352,>50K,MiddleAged,SouthAmerica
Amer-Indian-Eskimo,Male,58,Some-college,Never-married,Private,Exec-managerial,53,Peru,204980,8682,3908,>50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Male,27,Bachelors,Never-married,State-gov,Tech-support,27,Peru,243856,957,3132,>50K,YoungAdults,SouthAmerica
White,Male,61,Bachelors,Widowed,Without-pay,Other-service,30,Peru,147440,6293,1064,>50K,MiddleAged,SouthAmerica
White,Female,50,Doctorate,Married-civ-spouse,Private,Sales,28,Peru,49196,2613,5567,<=50K,MiddleAged,SouthAmerica
White,Male,61,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,27,Peru,452113,8200,2261,>50K,MiddleAged,SouthAmerica
Amer-Indian-Eskimo,Male,54,Bachelors,Married-civ-spouse,Private,Sales,23,Columbia,129039,6493,6759,>50K,MiddleAged,SouthAmerica
Black,Female,41,HS-grad,Never-married,Private,Machine-op-inspct,60,Ecuador,423313,115,1160,<=50K,Adults,SouthAmerica
White,Male,51,Bachelors,Married-civ-spouse,Private,Tech-support,52,Peru,200826,5341,331,>50K,MiddleAged,SouthAmerica
White,Female,24,Some-college,Never-married,Private,Machine-op-inspct,33,Peru,102760,7882,2811,<=50K,YoungAdults,SouthAmerica
Black,Male,27,Bachelors,Married-civ-spouse,Never-worked,Other-service,53,Peru,425552,2203,4134,>50K,YoungAdults,SouthAmerica
White,Male,46,11th,Never-married,Private,Craft-repair,34,Peru,64474,5076,1224,>50K,Adults,SouthAmerica
White,Male,25,Some-college,Never-married,Private,Craft-repair,25,Columbia,47137,528,4116,>50K,YoungAdults,SouthAmerica
Black,Female,51,Masters,Never-married,Never-worked,Tech-support,53,Ecuador,106892,8963,5893,<=50K,MiddleAged,SouthAmerica
White,Female,39,Some-college,Married-civ-spouse,Federal-gov,Craft-repair,39,Ecuador,60473,3158,7653,<=50K,Adults,SouthAmerica
White,Male,54,11th,Married-civ-spouse,Private,Tech-support,43,Peru,499569,7938,9605,>50K,MiddleAged,SouthAmerica
Amer-Indian-Eskimo,Female,70,Some-college,Never-married,Private,Other-service,23,Peru,327193,9183,9260,<=50K,Senior,SouthAmerica
White,Female,49,HS-grad,Married-civ-spouse,Self-emp-not-inc,Other-service,21,Peru,382491,7814,7958,<=50K,Adults,SouthAmerica
Asian-Pac-Islander,Male,44,Masters,Married-civ-spouse,Self-emp-not-inc,Handlers-cleaners,45,Peru,450416,9066,1848,>50K,Adults,SouthAmerica
White,Male,62,HS-grad,Married-civ-spouse,Private,Other-service,29,Ecuador,465125,3269,750,>50K,MiddleAged,SouthAmerica
White,Female,27,11th,Married-civ-spouse,Private,Sales,31,Ecuador,157137,2321,2247,<=50K,YoungAdults,SouthAmerica
Black,Male,32,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,49,Columbia,11995,4849,7997,>50K,Adults,SouthAmerica
White,Male,39,Bachelors,Divorced,Private,Exec-managerial,55,Peru,478989,5638,4863,>50K,Adults,SouthAmerica
Black,Female,28,Some-college,Married-civ-spouse,Federal-gov,Tech-support,38,Ecuador,345716,4130,3665,<=50K,YoungAdults,SouthAmerica
Other,Male,59,Assoc-voc,Married-civ-spouse,State-gov,Sales,58,Columbia,253244,885,8188,>50K,MiddleAged,SouthAmerica
White,Female,43,Some-college,Separated,Private,Other-service,59,Columbia,83809,9772,7372,<=50K,Adults,SouthAmerica
Amer-Indian-Eskimo,Male,46,HS-grad,Married-civ-spouse,Federal-gov,Sales,29,Peru,89317,1972,282,>50K,Adults,SouthAmerica
White,Female,20,Some-college,Never-married,Private,Handlers-cleaners,42,Ecuador,121211,5757,7942,<=50K,YoungAdults,SouthAmerica
Amer-Indian-Eskimo,Male,64,HS-grad,Married-civ-spouse,Private,Sales,41,Columbia,392118,4550,7417,>50K,MiddleAged,SouthAmerica
White,Male,51,HS-grad,Never-married,Never-worked,Machine-op-inspct,31,Columbia,23808,8754,3860,>50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Male,38,Bachelors,Never-married,Private,Handlers-cleaners,44,Columbia,266639,2871,7839,>50K,Adults,SouthAmerica
Black,Female,25,Some-college,Married-civ-spouse,Private,Exec-managerial,46,Columbia,278118,4297,358,<=50K,YoungAdults,SouthAmerica
Black,Male,64,HS-grad,Married-civ-spouse,Without-pay,Craft-repair,49,Ecuador,352831,1268,8162,>50K,MiddleAged,SouthAmerica
White,Male,19,Assoc-voc,Married-civ-spouse,Private,Sales,46,Columbia,410645,4966,880,>50K,YoungAdults,SouthAmerica
White,Male,42,Some-college,Separated,Private,Machine-op-inspct,60,Ecuador,247661,9705,1829,>50K,Adults,SouthAmerica
White,Male,60,Some-college,Never-married,Private,Sales,47,Peru,185696,2120,3522,>50K,MiddleAged,SouthAmerica
White,Female,36,Bachelors,Never-married,Private,Exec-managerial,31,Peru,374722,9756,1742,<=50K,Adults,SouthAmerica
White,Male,39,Some-college,Never-married,Private,Craft-repair,27,Columbia,203395,3226,947,>50K,Adults,SouthAmerica
White,Female,26,HS-grad,Never-married,Private,Other-service,45,Ecuador,353389,7086,9007,<=50K,YoungAdults,SouthAmerica
White,Male,26,Some-college,Married-civ-spouse,Private,Sales,36,Columbia,27872,6096,8546,>50K,YoungAdults,SouthAmerica
Asian-Pac-Islander,Female,64,Doctorate,Married-civ-spouse,Private,Other-service,58,Peru,195932,2617,9778,<=50K,MiddleAged,SouthAmerica
White,Female,42,Bachelors,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,30,Peru,261934,230,4789,<=50K,Adults,SouthAmerica
Asian-Pac-Islander,Female,60,Assoc-acdm,Married-civ-spouse,Private,Craft-repair,27,Ecuador,47723,9567,2770,<=50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Female,56,HS-grad,Widowed,Private,Other-service,47,Ecuador,468426,3082,115,<=50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Male,31,HS-grad,Married-civ-spouse,Private,Prof-specialty,49,Peru,120297,4737,4269,>50K,Adults,SouthAmerica
White,Male,22,Assoc-acdm,Separated,Federal-gov,Prof-specialty,24,Ecuador,216715,5745,8492,>50K,YoungAdults,SouthAmerica
White,Female,62,11th,Never-married,Without-pay,Sales,55,Ecuador,375261,3928,4624,<=50K,MiddleAged,SouthAmerica
White,Male,69,HS-grad,Married-civ-spouse,Private,Craft-repair,29,Columbia,279430,5159,3466,>50K,Senior,SouthAmerica
White,Male,27,Some-college,Married-civ-spouse,Never-worked,Exec-managerial,53,Columbia,207213,4542,5097,>50K,YoungAdults,SouthAmerica
White,Male,56,HS-grad,Married-civ-spouse,Private,Sales,35,Peru,255999,987,8858,>50K,MiddleAged,SouthAmerica
White,Male,34,Some-college,Divorced,Never-worked,Other-service,42,Ecuador,347276,1240,8539,>50K,Adults,SouthAmerica
White,Female,24,Bachelors,Married-civ-spouse,Private,Craft-repair,45,Ecuador,214050,5157,1747,<=50K,YoungAdults,SouthAmerica
White,Male,28,HS-grad,Divorced,Self-emp-not-inc,Exec-managerial,27,Columbia,499320,1585,9498,>50K,YoungAdults,SouthAmerica
White,Female,59,11th,Separated,State-gov,Sales,52,Peru,335951,2482,3746,<=50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Male,18,Some-college,Separated,Private,Prof-specialty,35,Peru,342748,9442,6496,>50K,YoungAdults,SouthAmerica
White,Male,61,Some-college,Married-civ-spouse,Private,Craft-repair,52,Columbia,186491,7661,5698,>50K,MiddleAged,SouthAmerica
White,Female,33,Masters,Married-civ-spouse,Private,Other-service,34,Peru,336635,6209,2419,<=50K,Adults,SouthAmerica
Asian-Pac-Islander,Male,62,HS-grad,Never-married,Private,Tech-support,58,Ecuador,159149,578,1456,>50K,MiddleAged,SouthAmerica
White,Female,21,HS-grad,Married-civ-spouse,Private,Exec-managerial,33,Peru,139773,7079,5713,<=50K,YoungAdults,SouthAmerica
White,Male,57,11th,Never-married,Private,Exec-managerial,33,Peru,435530,4933,2454,>50K,MiddleAged,SouthAmerica
Other,Female,66,HS-grad,Never-married,Private,Craft-repair,48,Peru,91771,8765,3331,<=50K,Senior,SouthAmerica
White,Female,22,Masters,Divorced,Private,Sales,37,Columbia,281571,1475,3122,<=50K,YoungAdults,SouthAmerica
Asian-Pac-Islander,Male,46,HS-grad,Never-married,Without-pay,Sales,33,Peru,55207,6125,781,>50K,Adults,SouthAmerica
White,Female,23,Assoc-voc,Widowed,Self-emp-not-inc,Sales,32,Peru,100160,5101,9433,<=50K,YoungAdults,SouthAmerica
White,Male,52,Bachelors,Never-married,Private,Craft-repair,44,Ecuador,296118,679,4750,>50K,MiddleAged,SouthAmerica
White,Female,52,HS-grad,Never-married,Self-emp-not-inc,Prof-specialty,53,Peru,350008,9065,995,<=50K,MiddleAged,SouthAmerica
Amer-Indian-Eskimo,Male,24,Bachelors,Never-married,Private,Craft-repair,55,Peru,141453,5222,2779,>50K,YoungAdults,SouthAmerica
White,Female,55,Assoc-acdm,Married-civ-spouse,Private,Exec-managerial,52,Columbia,18412,2327,7012,<=50K,MiddleAged,SouthAmerica
Other,Male,62,Assoc-acdm,Married-civ-spouse,State-gov,Craft-repair,43,Peru,161533,2913,3292,>50K,MiddleAged,SouthAmerica
White,Female,64,Some-college,Married-civ-spouse,Private,Machine-op-inspct,41,Peru,177104,7665,113,<=50K,MiddleAged,SouthAmerica
Black,Female,46,HS-grad,Married-civ-spouse,Private,Prof-specialty,43,Ecuador,227094,8533,8542,<=50K,Adults,SouthAmerica
Asian-Pac-Islander,Female,26,HS-grad,Never-married,Private,Other-service,50,Ecuador,424960,4815,9608,<=50K,YoungAdults,SouthAmerica
Black,Male,28,Masters,Divorced,Private,Prof-specialty,53,Columbia,155715,7681,1441,>50K,YoungAdults,SouthAmerica
White,Female,52,HS-grad,Never-married,Private,Tech-support,20,Columbia,132891,7713,1496,<=50K,MiddleAged,SouthAmerica
White,Female,45,Bachelors,Never-married,Private,Tech-support,20,Peru,418978,7844,2234,<=50K,Adults,SouthAmerica
White,Male,48,11th,Divorced,Private,Other-service,58,Ecuador,92203,6799,5038,>50K,Adults,SouthAmerica
Amer-Indian-Eskimo,Female,64,HS-grad,Married-civ-spouse,Private,Craft-repair,41,Peru,347160,1814,6123,<=50K,MiddleAged,SouthAmerica
White,Female,26,Masters,Never-married,Private,Handlers-cleaners,37,Columbia,40908,7420,3390,<=50K,YoungAdults,SouthAmerica
White,Male,58,Some-college,Never-married,Private,Tech-support,30,Ecuador,137778,9338,547,>50K,MiddleAged,SouthAmerica
White,Male,41,11th,Married-civ-spouse,Federal-gov,Craft-repair,38,Ecuador,92392,1879,6513,>50K,Adults,SouthAmerica
White,Male,63,Assoc-acdm,Never-married,Private,Exec-managerial,34,Peru,349402,132,3661,>50K,MiddleAged,SouthAmerica
White,Female,47,Some-college,Widowed,Self-emp-not-inc,Tech-support,57,Ecuador,410642,2962,6237,<=50K,Adults,SouthAmerica
White,Female,67,Some-college,Married-civ-spouse,Private,Other-service,55,Columbia,429596,1229,6316,<=50K,Senior,SouthAmerica
White,Male,66,HS-grad,Married-civ-spouse,Private,Craft-repair,30,Ecuador,35332,3845,4786,>50K,Senior,SouthAmerica
White,Male,48,Bachelors,Married-civ-spouse,Private,Other-service,48,Ecuador,210479,2724,3959,>50K,Adults,SouthAmerica
White,Male,53,Masters,Never-married,Private,Prof-specialty,39,Peru,487761,4045,6410,>50K,MiddleAged,SouthAmerica
White,Male,24,Masters,Married-civ-spouse,Private,Handlers-cleaners,41,Peru,158054,6252,8373,>50K,YoungAdults,SouthAmerica
White,Female,31,Assoc-acdm,Married-civ-spouse,Private,Exec-managerial,53,Columbia,232554,5451,2640,<=50K,Adults,SouthAmerica
Black,Male,44,Some-college,Married-civ-spouse,Private,Tech-support,54,Peru,416900,4147,8891,>50K,Adults,SouthAmerica
White,Male,61,Masters,Married-civ-spouse,Private,Craft-repair,55,Peru,215434,9208,1009,>50K,MiddleAged,SouthAmerica
White,Female,66,Some-college,Married-civ-spouse,Private,Craft-repair,60,Peru,273416,7206,7495,<=50K,Senior,SouthAmerica
White,Male,22,HS-grad,Never-married,Private,Sales,46,Peru,364669,2032,5895,>50K,YoungAdults,SouthAmerica
White,Female,23,Some-college,Married-civ-spouse,Private,Craft-repair,24,Peru,355664,8223,3865,<=50K,YoungAdults,SouthAmerica
Asian-Pac-Islander,Female,34,HS-grad,Divorced,Private,Prof-specialty,33,Peru,158612,945,6185,<=50K,Adults,SouthAmerica
White,Male,23,Bachelors,Never-married,Private,Exec-managerial,49,Ecuador,62896,9445,2184,>50K,YoungAdults,SouthAmerica
Other,Male,22,Masters,Divorced,Never-worked,Other-service,51,Columbia,218618,3437,5328,>50K,YoungAdults,SouthAmerica
White,Male,66,11th,Married-civ-spouse,Never-worked,Tech-support,24,Columbia,152750,4722,26,>50K,Senior,SouthAmerica
White,Male,54,Bachelors,Separated,Private,Prof-specialty,47,Peru,199200,2055,9051,>50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Female,44,11th,Divorced,Private,Sales,28,Ecuador,324277,1434,7494,<=50K,Adults,SouthAmerica
White,Female,38,11th,Married-civ-spouse,Private,Machine-op-inspct,40,Columbia,318130,1493,4797,<=50K,Adults,SouthAmerica
White,Female,46,Some-college,Never-married,Private,Prof-specialty,33,Ecuador,255596,4184,8328,<=50K,Adults,SouthAmerica
White,Male,67,Bachelors,Separated,Private,Craft-repair,26,Columbia,163446,6097,8616,>50K,Senior,SouthAmerica
Other,Male,43,Some-college,Married-civ-spouse,Local-gov,Craft-repair,24,Ecuador,64896,6698,5104,>50K,Adults,SouthAmerica
White,Male,62,Assoc-voc,Married-civ-spouse,Private,Other-service,45,Columbia,232379,950,4114,>50K,MiddleAged,SouthAmerica
Black,Female,19,HS-grad,Never-married,Without-pay,Other-service,20,Ecuador,459130,5729,3609,<=50K,YoungAdults,SouthAmerica
White,Male,51,Bachelors,Never-married,Private,Machine-op-inspct,53,Peru,171210,7972,5503,>50K,MiddleAged,SouthAmerica
White,Female,28,Masters,Married-civ-spouse,Private,Exec-managerial,36,Ecuador,16968,4805,5162,<=50K,YoungAdults,SouthAmerica
White,Male,58,HS-grad,Married-civ-spouse,Private,Exec-managerial,56,Columbia,88241,7427,922,>50K,MiddleAged,SouthAmerica
White,Male,55,HS-grad,Never-married,Private,Handlers-cleaners,41,Peru,416844,2486,9189,>50K,MiddleAged,SouthAmerica
White,Male,53,HS-grad,Never-married,Private,Sales,60,Ecuador,268280,6397,4789,>50K,MiddleAged,SouthAmerica
White,Male,66,Assoc-acdm,Married-civ-spouse,Private,Machine-op-inspct,29,Peru,393082,5521,9149,>50K,Senior,SouthAmerica
White,Male,27,Bachelors,Separated,Local-gov,Exec-managerial,27,Columbia,214612,6690,2316,>50K,YoungAdults,SouthAmerica
White,Male,44,HS-grad,Married-civ-spouse,Local-gov,Other-service,57,Ecuador,429898,8234,113,>50K,Adults,SouthAmerica
White,Male,29,Some-college,Married-civ-spouse,Private,Sales,33,Ecuador,261572,9107,7648,>50K,YoungAdults,SouthAmerica
White,Female,27,11th,Married-civ-spouse,Self-emp-not-inc,Other-service,58,Columbia,463970,6739,7257,<=50K,YoungAdults,SouthAmerica
White,Female,52,11th,Married-civ-spouse,Private,Sales,47,Columbia,66174,9403,7980,<=50K,MiddleAged,SouthAmerica
White,Female,63,HS-grad,Separated,Private,Craft-repair,32,Ecuador,336044,615,3226,<=50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Female,44,Masters,Married-civ-spouse,Private,Other-service,53,Ecuador,118209,4349,5257,<=50K,Adults,SouthAmerica
White,Female,34,Some-college,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,48,Ecuador,333118,6674,4894,<=50K,Adults,SouthAmerica
White,Male,46,Bachelors,Married-civ-spouse,Private,Craft-repair,21,Ecuador,441702,720,5060,>50K,Adults,SouthAmerica
Amer-Indian-Eskimo,Male,48,11th,Never-married,Private,Tech-support,39,Columbia,199411,3319,7927,>50K,Adults,SouthAmerica
Black,Male,22,HS-grad,Separated,Private,Sales,53,Ecuador,371988,6758,1700,>50K,YoungAdults,SouthAmerica
Amer-Indian-Eskimo,Female,50,11th,Divorced,Private,Exec-managerial,55,Ecuador,440628,2713,2459,<=50K,MiddleAged,SouthAmerica
White,Male,63,Some-college,Never-married,Private,Tech-support,42,Peru,38407,5540,9163,>50K,MiddleAged,SouthAmerica
Amer-Indian-Eskimo,Male,65,HS-grad,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,24,Peru,481909,3967,4871,>50K,Senior,SouthAmerica
White,Female,34,Some-college,Married-civ-spouse,Private,Craft-repair,49,Peru,216640,9026,8071,<=50K,Adults,SouthAmerica
Black,Male,60,11th,Widowed,Private,Exec-managerial,33,Peru,128583,2340,9922,>50K,MiddleAged,SouthAmerica
Other,Male,26,Some-college,Never-married,State-gov,Exec-managerial,37,Columbia,18281,8730,6259,>50K,YoungAdults,SouthAmerica
Black,Male,62,HS-grad,Married-civ-spouse,Private,Sales,31,Columbia,261598,4553,6690,>50K,MiddleAged,SouthAmerica
White,Male,65,HS-grad,Never-married,Private,Exec-managerial,29,Peru,252390,3346,2961,>50K,Senior,SouthAmerica
White,Female,58,HS-grad,Married-civ-spouse,Never-worked,Handlers-cleaners,51,Peru,432163,5708,4854,<=50K,MiddleAged,SouthAmerica
Other,Female,63,Some-college,Married-civ-spouse,Private,Exec-managerial,40,Columbia,250377,9483,6437,<=50K,MiddleAged,SouthAmerica
Amer-Indian-Eskimo,Male,18,Some-college,Married-civ-spouse,Private,Craft-repair,48,Columbia,335552,8663,3442,>50K,YoungAdults,SouthAmerica
White,Male,65,Assoc-voc,Married-civ-spouse,Private,Exec-managerial,34,Ecuador,455033,6189,8681,>50K,Senior,SouthAmerica
White,Female,38,Masters,Married-civ-spouse,Private,Exec-managerial,56,Ecuador,175295,6456,8804,<=50K,Adults,SouthAmerica
White,Female,23,Bachelors,Divorced,Private,Handlers-cleaners,29,Ecuador,232318,1588,109,<=50K,YoungAdults,SouthAmerica
White,Male,58,HS-grad,Never-married,Private,Craft-repair,35,Peru,267498,2812,4517,>50K,MiddleAged,SouthAmerica
White,Male,37,Bachelors,Married-civ-spouse,Private,Other-service,36,Ecuador,443683,1452,878,>50K,Adults,SouthAmerica
White,Male,38,Some-college,Separated,Private,Exec-managerial,51,Columbia,417735,1244,515,>50K,Adults,SouthAmerica
White,Female,54,HS-grad,Never-married,Private,Handlers-cleaners,23,Peru,315703,722,9586,<=50K,MiddleAged,SouthAmerica
White,Male,59,Doctorate,Married-civ-spouse,Private,Craft-repair,47,Peru,199946,790,2482,>50K,MiddleAged,SouthAmerica
Asian-Pac-Islander,Male,60,Assoc-acdm,Divorced,State-gov,Handlers-cleaners,56,Columbia,353246,364,2299,>50K,MiddleAged,SouthAmerica
White,Female,21,11th,Married-civ-spouse,Private,Exec-managerial,26,Peru,67592,7052,3607,<=50K,YoungAdults,SouthAmerica
White,Female,36,Bachelors,Never-married,Private,Exec-managerial,52,Peru,364602,1584,8231,<=50K,Adults,SouthAmerica
White,Female,29,11th,Divorced,Self-emp-not-inc,Other-service,27,Columbia,467920,8714,7137,<=50K,YoungAdults,SouthAmerica
White,Male,27,HS-grad,Married-civ-spouse,Never-worked,Exec-managerial,26,Ecuador,295206,8553,5884,>50K,YoungAdults,SouthAmerica
White,Male,27,Some-college,Never-married,Private,Craft-repair,21,Peru,280263,8357,4639,>50K,YoungAdults,SouthAmerica
Asian-Pac-Islander,Female,61,11th,Married-civ-spouse,Private,Exec-managerial,32,Peru,29645,2591,7312,<=50K,MiddleAged,SouthAmerica
Black,Female,58,11th,Never-married,Private,Tech-support,46,Ecuador,86133,2798,4911,<=50K,MiddleAged,SouthAmerica
White,Female,69,Assoc-acdm,Never-married,Private,Exec-managerial,26,Ecuador,264763,32,5550,<=50K,Senior,SouthAmerica
Asian-Pac-Islander,Male,43,Assoc-voc,Married-civ-spouse,Private,Prof-specialty,44,Peru,198032,5675,4735,>50K,Adults,SouthAmerica
Asian-Pac-Islander,Female,46,Some-college,Married-civ-spouse,Private,Other-service,40,Peru,448696,3405,7246,<=50K,Adults,SouthAmerica
White,Female,69,11th,Married-civ-spouse,Private,Tech-support,46,Ecuador,242507,4252,99,<=50K,Senior,SouthAmerica
White,Male,26,HS-grad,Married-civ-spouse,State-gov,Tech-support,52,Columbia,177570,8984,1349,>50K,YoungAdults,SouthAmerica
White,Female,59,HS-grad,Separated,Private,Sales,29,Ecuador,436586,2923,2732,<=50K,MiddleAged,SouthAmerica
White,Male,26,Bachelors,Never-married,Private,Sales,38,Peru,149116,7274,4511,>50K,YoungAdults,SouthAmerica
Asian-Pac-Islander,Female,63,11th,Never-married,Private,Handlers-cleaners,41,Ecuador,10533,7581,4997,<=50K,MiddleAged,SouthAmerica
Black,Male,39,Assoc-voc,Married-civ-spouse,Private,Other-service,29,Ecuador,423984,6489,6391,>50K,Adults,SouthAmerica
Other,Male,63,HS-grad,Divorced,Private,Handlers-cleaners,48,Ecuador,23349,8755,5288,>50K,MiddleAged,SouthAmerica
White,Female,31,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,49,Columbia,405872,833,1203,<=50K,Adults,SouthAmerica
Amer-Indian-Eskimo,Female,63,Bachelors,Married-civ-spouse,Private,Machine-op-inspct,22,Columbia,368984,20,1296,<=50K,MiddleAged,SouthAmerica
White,Male,68,Masters,Never-married,Private,Sales,25,Columbia,300507,1700,5488,>50K,Senior,SouthAmerica
White,Male,31,HS-grad,Married-civ-spouse,Private,Exec-managerial,51,Peru,103307,3203,196,>50K,Adults,SouthAmerica
White,Female,38,Assoc-acdm,Widowed,Private,Sales,50,Ecuador,94196,651,7428,<=50K,Adults,SouthAmerica
White,Male,50,Assoc-voc,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,30,Ecuador,351779,6725,5904,>50K,MiddleAged,SouthAmerica
White,Female,38,Bachelors,Married-civ-spouse,Federal-gov,Prof-specialty,38,Ecuador,438175,5409,4262,<=50K,Adults,SouthAmerica
Other,Male,33,Assoc-voc,Married-civ-spouse,Private,Other-service,21,Peru,190236,4847,2665,>50K,Adults,SouthAmerica
Asian-Pac-Islander,Male,67,Some-college,Married-civ-spouse,Federal-gov,Handlers-cleaners,35,Ecuador,32428,2512,4964,>50K,Senior,SouthAmerica
White,Female,31,HS-grad,Married-civ-spouse,State-gov,Machine-op-inspct,25,Ecuador,401616,6734,9386,<=50K,Adults,SouthAmerica
White,Male,54,HS-grad,Never-married,Private,Prof-specialty,47,Peru,77619,1931,109,>50K,MiddleAged,SouthAmerica
White,Female,40,Some-college,Never-married,Private,Exec-managerial,24,Ecuador,300084,484,9232,<=50K,Adults,SouthAmerica
Other,Female,57,HS-grad,Married-civ-spouse,Private,Sales,22,Columbia,269951,9168,7283,<=50K,MiddleAged,SouthAmerica
White,Male,24,Some-college,Never-married,Private,Tech-support,48,Peru,179662,6394,8608,>50K,YoungAdults,SouthAmerica
White,Male,30,11th,Divorced,Local-gov,Exec-managerial,21,Columbia,416605,8636,4343,>50K,Adults,SouthAmerica
White,Female,36,HS-grad,Married-civ-spouse,Private,Prof-specialty,53,Ecuador,370195,7315,6648,<=50K,Adults,SouthAmerica
Asian-Pac-Islander,Male,47,Masters,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,44,Columbia,112898,5354,740,>50K,Adults,SouthAmerica
White,Female,66,Some-college,Married-civ-spouse,Private,Exec-managerial,54,Peru,251326,3703,6562,<=50K,Senior,SouthAmerica
White,Female,54,Some-college,Married-civ-spouse,Self-emp-not-inc,Other-service,39,Columbia,18104,995,9835,<=50K,MiddleAged,SouthAmerica
White,Female,50,Some-college,Never-married,Self-emp-not-inc,Sales,56,Peru,308644,9203,1261,<=50K,MiddleAged,SouthAmerica
White,Female,54,Masters,Never-married,Private,Sales,44,Columbia,322689,8106,6622,<=50K,MiddleAged,SouthAmerica
White,Male,42,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,55,Peru,123048,7158,2638,>50K,Adults,SouthAmerica
White,Male,60,Bachelors,Never-married,Self-emp-not-inc,Sales,47,Peru,15007,7963,8673,>50K,MiddleAged,SouthAmerica
White,Male,46,Bachelors,Married-civ-spouse,Private,Exec-managerial,45,Peru,122785,5190,662,>50K,Adults,SouthAmerica
Black,Female,70,Some-college,Never-married,Private,Prof-specialty,35,Ecuador,56313,8199,8056,<=50K,Senior,SouthAmerica
White,Female,25,Some-college,Never-married,Private,Handlers-cleaners,60,Columbia,47104,8841,6444,<=50K,YoungAdults,SouthAmerica
Asian-Pac-Islander,Male,68,HS-grad,Never-married,Local-gov,Prof-specialty,25,Peru,411868,1274,4705,>50K,Senior,SouthAmerica
White,Female,68,11th,Never-married,Private,Handlers-cleaners,30,Peru,68238,2393,7977,<=50K,Senior,SouthAmerica
Asian-Pac-Islander,Male,38,Some-college,Married-civ-spouse,Private,Machine-op-inspct,51,Ecuador,348208,7259,2177,>50K,Adults,SouthAmerica
White,Female,30,Bachelors,Married-civ-spouse,Private,Tech-support,29,Peru,124875,5827,4284,<=50K,Adults,SouthAmerica
White,Male,38,Bachelors,Never-married,Without-pay,Sales,58,Peru,198856,1366,1855,>50K,Adults,SouthAmerica
